datetime,line,station,day_of_week,hour,minute,weather,temperature,passenger_load,is_maintenance,delay_minutes,is_delayed
2023-04-25 15:37:00,B,Vesterbro,1,15,37,Rainy,12.3,0.13,0,1,0
2023-04-25 09:04:00,F,Nørreport,1,9,4,Clear,16.6,0.67,0,4,1
2023-04-25 14:34:00,C,Charlottenlund,1,14,34,Cloudy,13.7,0.28,0,2,1
2023-04-25 08:22:00,E,Vigerslev Allé,1,8,22,Rainy,13.0,0.95,0,16,1
2023-04-25 13:58:00,E,Vigerslev Allé,1,13,58,Clear,4.2,0.48,0,3,1
2023-04-25 13:44:00,E,Vigerslev Allé,1,13,44,Clear,14.4,0.12,0,0,0
2023-04-25 06:50:00,C,Isafold,1,6,50,Rainy,15.1,0.12,0,2,1
2023-04-25 12:57:00,F,Holmegaard,1,12,57,Rainy,4.8,0.45,0,7,1
2023-04-25 20:03:00,C,Hellerup,1,20,3,Clear,7.7,0.36,0,2,1
2023-04-25 11:12:00,F,Isafold,1,11,12,Clear,11.9,0.27,0,2,1
2023-04-25 10:20:00,H,Isafold,1,10,20,Clear,11.0,0.25,0,0,0
2023-04-25 09:32:00,B,Lyngby,1,9,32,Cloudy,3.5,0.5,0,39,1
2023-04-25 09:11:00,E,Taastrup,1,9,11,Clear,8.2,0.76,0,6,1
2023-04-25 19:06:00,B,Hillerød,1,19,6,Rainy,11.8,0.88,0,11,1
2023-04-25 06:46:00,B,Hellerup,1,6,46,Clear,8.8,0.16,0,2,1
2023-04-25 12:26:00,F,Nørreport,1,12,26,Clear,7.3,0.09,0,0,0
2023-04-25 10:48:00,A,Dybbølsbro,1,10,48,Rainy,9.0,0.12,0,3,1
2023-04-25 22:49:00,A,Vanløse Station,1,22,49,Clear,9.2,0.21,0,1,0
2023-04-25 15:15:00,Bx,Holte,1,15,15,Clear,11.2,0.28,0,1,0
2023-04-25 06:15:00,F,Køge,1,6,15,Rainy,14.3,0.42,0,6,1
2023-04-25 13:44:00,A,Vanløse,1,13,44,Clear,11.7,0.37,0,4,1
2023-04-25 10:03:00,H,Hellerup,1,10,3,Clear,11.7,0.13,0,0,0
2023-04-25 10:26:00,Bx,Hillerød,1,10,26,Clear,5.4,0.23,0,0,0
2023-04-25 14:01:00,B,Lyngby,1,14,1,Cloudy,15.0,0.39,0,1,0
2023-04-25 13:38:00,B,Vigerslev Allé,1,13,38,Clear,8.2,0.13,0,0,0
2023-04-25 23:21:00,A,Åboulevarden,1,23,21,Clear,7.0,0.36,0,0,0
2023-04-25 11:45:00,H,Vigerslev Allé,1,11,45,Clear,13.6,0.47,0,3,1
2023-04-25 11:02:00,H,Hovedbanegården,1,11,2,Cloudy,8.7,0.5,0,4,1
2023-04-25 14:54:00,C,Klampenborg,1,14,54,Clear,7.2,0.08,0,1,0
2023-04-25 15:16:00,A,Valby,1,15,16,Clear,9.9,0.02,0,0,0
2023-04-25 22:29:00,F,Gevninge,1,22,29,Clear,12.6,0.14,0,0,0
2023-04-25 11:29:00,F,Nørreport,1,11,29,Rainy,8.4,0.4,0,6,1
2023-04-25 18:59:00,E,Taastrup,1,18,59,Clear,9.6,0.62,0,30,1
2023-04-25 18:50:00,Bx,Hovedbanegården,1,18,50,Clear,2.8,0.68,0,5,1
2023-04-25 18:38:00,F,Hellerup,1,18,38,Clear,10.9,0.89,0,10,1
2023-04-25 08:36:00,Bx,Hovedbanegården,1,8,36,Clear,10.4,0.89,0,28,1
2023-04-25 17:29:00,F,Nørreport,1,17,29,Clear,9.7,0.54,0,6,1
2023-04-25 14:47:00,A,Åboulevarden,1,14,47,Cloudy,12.1,0.24,0,28,1
2023-04-25 21:49:00,B,Charlottenlund,1,21,49,Rainy,11.2,0.16,0,2,1
2023-04-25 22:45:00,Bx,Isafold,1,22,45,Clear,4.7,0.18,0,4,1
2023-04-25 16:11:00,A,Dybbølsbro,1,16,11,Rainy,7.1,0.88,0,8,1
2023-04-25 12:00:00,E,Hvidovre,1,12,0,Cloudy,13.5,0.04,0,0,0
2023-04-25 22:00:00,Bx,Isafold,1,22,0,Clear,6.9,0.37,0,2,1
2023-04-25 23:07:00,C,Hundige,1,23,7,Cloudy,12.5,0.68,0,2,1
2023-04-25 08:01:00,H,Isafold,1,8,1,Clear,16.1,0.89,0,5,1
2023-04-25 14:41:00,F,Skovshoved,1,14,41,Clear,10.9,0.22,0,3,1
2023-04-25 15:42:00,C,Hundige,1,15,42,Rainy,18.2,0.33,0,6,1
2023-04-25 13:11:00,A,Skovlunde,1,13,11,Foggy,13.9,0.25,0,1,0
2023-04-25 21:20:00,B,Vigerslev Allé,1,21,20,Clear,7.4,0.08,0,0,0
2023-04-25 08:28:00,C,Virum,1,8,28,Cloudy,9.8,0.8,0,9,1
2023-04-25 23:56:00,B,Tåsinge Plads,1,23,56,Foggy,9.9,0.12,0,3,1
2023-04-25 07:28:00,H,Klampenborg,1,7,28,Clear,13.7,0.7,0,10,1
2023-04-25 05:01:00,Bx,Hillerød,1,5,1,Clear,11.8,0.19,0,0,0
2023-04-25 12:32:00,H,Dybbølsbro,1,12,32,Foggy,6.1,0.34,0,5,1
2023-04-25 09:19:00,B,Vigerslev Allé,1,9,19,Foggy,7.6,0.66,0,9,1
2023-04-25 05:45:00,Bx,Vesterbro,1,5,45,Clear,12.3,0.25,0,0,0
2023-04-25 21:11:00,A,Vigerslev Allé,1,21,11,Foggy,8.5,0.18,0,4,1
2023-04-25 21:30:00,H,Nørreport,1,21,30,Clear,6.5,0.57,0,0,0
2023-04-25 16:10:00,Bx,Skovshoved,1,16,10,Rainy,9.3,0.74,0,8,1
2023-04-25 16:30:00,H,Vesterbro,1,16,30,Clear,9.2,0.89,0,7,1
2023-04-25 22:42:00,A,Rødovre,1,22,42,Cloudy,12.5,0.68,0,4,1
2023-04-25 05:46:00,B,Helsinge,1,5,46,Clear,4.2,0.35,0,0,0
2023-04-25 11:03:00,A,Skovlunde,1,11,3,Clear,10.4,0.35,0,0,0
2023-04-25 07:24:00,C,Værløse,1,7,24,Rainy,12.9,0.77,0,10,1
2023-04-25 09:41:00,C,Vangede,1,9,41,Clear,4.6,0.9,0,10,1
2023-04-25 12:17:00,B,Vesterbro,1,12,17,Clear,9.0,0.38,0,0,0
2023-04-25 17:34:00,H,Hellerup,1,17,34,Rainy,17.8,0.95,0,10,1
2023-04-25 23:45:00,F,Hovedbanegården,1,23,45,Rainy,10.3,0.24,0,1,0
2023-04-25 12:24:00,H,Hellerup,1,12,24,Clear,11.1,0.35,0,20,1
2023-04-25 18:17:00,H,Isafold,1,18,17,Rainy,5.5,0.7,0,10,1
2023-04-25 22:07:00,H,Hovedbanegården,1,22,7,Clear,9.6,0.26,0,0,0
2023-04-25 09:50:00,C,Valby,1,9,50,Clear,10.3,0.92,0,9,1
2023-04-25 07:37:00,C,Virum,1,7,37,Windy,5.9,0.79,0,9,1
2023-04-25 12:45:00,E,Rødovre,1,12,45,Cloudy,10.3,0.5,0,3,1
2023-04-25 09:15:00,E,Hvidovre,1,9,15,Rainy,9.3,0.75,0,6,1
2023-04-25 14:35:00,F,Skovshoved,1,14,35,Clear,12.3,0.06,0,0,0
2023-04-25 08:09:00,B,Hellerup,1,8,9,Clear,7.8,0.91,0,8,1
2023-04-25 23:01:00,C,Værløse,1,23,1,Clear,7.3,0.36,0,1,0
2023-04-25 16:00:00,H,Hovedbanegården,1,16,0,Rainy,10.3,0.66,0,9,1
2023-04-25 09:24:00,E,Enghave Plads,1,9,24,Clear,8.0,0.91,0,7,1
2023-04-26 08:04:00,H,Vesterbro,2,8,4,Rainy,10.9,0.86,0,10,1
2023-04-26 10:00:00,A,Valby,2,10,0,Clear,13.1,0.31,0,1,0
2023-04-26 12:10:00,F,Gevninge,2,12,10,Clear,8.4,0.29,0,1,0
2023-04-26 13:25:00,C,Isafold,2,13,25,Rainy,11.0,0.31,0,22,1
2023-04-26 05:25:00,H,Vigerslev Allé,2,5,25,Foggy,7.2,0.4,0,4,1
2023-04-26 05:45:00,H,Vesterbro,2,5,45,Clear,10.5,0.05,0,0,0
2023-04-26 05:41:00,A,Nørreport,2,5,41,Clear,8.3,0.06,0,0,0
2023-04-26 08:07:00,E,Brønshøj,2,8,7,Windy,8.2,0.77,0,9,1
2023-04-26 05:01:00,F,Borup,2,5,1,Clear,8.6,0.22,0,18,1
2023-04-26 17:57:00,H,Klampenborg,2,17,57,Cloudy,9.1,0.61,0,6,1
2023-04-26 10:05:00,E,Hovedbanegården,2,10,5,Rainy,10.5,0.08,0,2,1
2023-04-26 22:48:00,B,Lyngby,2,22,48,Rainy,10.4,0.22,0,2,1
2023-04-26 08:41:00,H,Vigerslev Allé,2,8,41,Clear,18.4,0.96,0,7,1
2023-04-26 13:31:00,B,Ordrup,2,13,31,Clear,7.4,0.63,0,4,1
2023-04-26 21:55:00,C,Hundige,2,21,55,Cloudy,6.5,0.18,0,0,0
2023-04-26 05:10:00,H,Dybbølsbro,2,5,10,Windy,13.6,0.39,0,0,0
2023-04-26 11:03:00,A,Vigerslev Allé,2,11,3,Clear,8.9,0.18,0,3,1
2023-04-26 16:38:00,Bx,Hovedbanegården,2,16,38,Clear,5.6,0.81,0,7,1
2023-04-26 21:06:00,E,Isafold,2,21,6,Clear,8.6,0.21,0,1,0
2023-04-26 11:32:00,B,Helsinge,2,11,32,Clear,7.9,0.29,0,3,1
2023-04-26 13:53:00,Bx,Lyngby,2,13,53,Rainy,12.4,0.03,0,1,0
2023-04-26 17:23:00,E,Vigerslev Allé,2,17,23,Clear,6.7,0.55,0,10,1
2023-04-26 16:34:00,Bx,Holte,2,16,34,Rainy,8.9,0.96,0,20,1
2023-04-26 13:17:00,H,Vesterbro,2,13,17,Clear,12.5,0.22,0,2,1
2023-04-26 07:15:00,C,Virum,2,7,15,Clear,9.0,0.79,0,8,1
2023-04-26 05:12:00,B,Holte,2,5,12,Rainy,10.5,0.35,0,2,1
2023-04-26 08:55:00,B,Birkerød,2,8,55,Clear,8.6,0.84,0,8,1
2023-04-26 06:15:00,F,Valby,2,6,15,Clear,8.8,0.14,0,0,0
2023-04-26 10:45:00,Bx,Vigerslev Allé,2,10,45,Clear,8.5,0.31,0,0,0
2023-04-26 10:46:00,A,Vanløse,2,10,46,Rainy,11.1,0.16,0,4,1
2023-04-26 14:45:00,B,Lyngby,2,14,45,Rainy,7.5,0.23,0,3,1
2023-04-26 21:50:00,H,Tåsinge Plads,2,21,50,Cloudy,4.2,0.18,0,2,1
2023-04-26 20:04:00,H,Klampenborg,2,20,4,Clear,11.7,0.08,0,1,0
2023-04-26 18:41:00,Bx,Isafold,2,18,41,Clear,9.0,0.61,0,4,1
2023-04-26 18:22:00,E,Hvidovre,2,18,22,Windy,4.3,0.81,0,8,1
2023-04-26 06:59:00,E,Rødovre,2,6,59,Rainy,7.6,0.21,0,29,1
2023-04-26 15:17:00,B,Lyngby,2,15,17,Cloudy,8.6,0.16,0,1,0
2023-04-26 15:21:00,C,Farum,2,15,21,Clear,10.7,0.37,0,22,1
2023-04-26 05:38:00,E,Nørreport,2,5,38,Cloudy,12.5,0.26,0,0,0
2023-04-26 10:04:00,B,Hellerup,2,10,4,Rainy,9.5,0.07,0,1,0
2023-04-26 08:12:00,C,Valby,2,8,12,Clear,5.3,0.72,0,11,1
2023-04-26 06:35:00,F,Valby,2,6,35,Rainy,12.2,0.21,0,4,1
2023-04-26 18:38:00,E,Tåsinge Plads,2,18,38,Clear,6.0,0.84,0,4,1
2023-04-26 05:23:00,F,Hovedbanegården,2,5,23,Clear,11.7,0.37,0,0,0
2023-04-26 21:18:00,E,Brønshøj,2,21,18,Clear,9.6,0.32,0,2,1
2023-04-26 23:15:00,C,Farum,2,23,15,Clear,8.1,0.3,0,0,0
2023-04-26 06:41:00,A,Skovlunde,2,6,41,Foggy,6.3,0.25,0,3,1
2023-04-26 21:17:00,Bx,Valby,2,21,17,Clear,10.9,0.41,0,4,1
2023-04-26 11:39:00,Bx,Lyngby,2,11,39,Clear,11.0,0.45,0,27,1
2023-04-26 20:24:00,E,Husum,2,20,24,Clear,13.0,0.49,0,3,1
2023-04-26 06:06:00,E,Rødovre,2,6,6,Clear,10.1,0.23,0,2,1
2023-04-26 20:20:00,Bx,Lyngby,2,20,20,Cloudy,10.8,0.49,0,5,1
2023-04-26 10:51:00,Bx,Vesterbro,2,10,51,Clear,13.2,0.16,0,1,0
2023-04-26 18:52:00,H,Enghave Plads,2,18,52,Clear,13.9,0.79,0,4,1
2023-04-26 18:37:00,A,Enghave Plads,2,18,37,Rainy,5.8,0.88,0,10,1
2023-04-26 09:05:00,H,Dybbølsbro,2,9,5,Foggy,7.1,0.86,0,5,1
2023-04-26 12:13:00,E,Køge,2,12,13,Clear,10.4,0.32,0,2,1
2023-04-26 09:54:00,A,Isafold,2,9,54,Rainy,9.4,0.72,0,25,1
2023-04-26 16:04:00,Bx,Valby,2,16,4,Clear,7.0,0.73,0,4,1
2023-04-26 15:42:00,B,Charlottenlund,2,15,42,Foggy,9.4,0.19,0,3,1
2023-04-26 14:58:00,Bx,Skovshoved,2,14,58,Clear,13.8,0.45,0,4,1
2023-04-26 13:06:00,F,Valby,2,13,6,Cloudy,8.2,0.15,0,1,0
2023-04-26 15:41:00,E,Hovedbanegården,2,15,41,Clear,12.7,0.15,0,2,1
2023-04-26 22:30:00,B,Tåsinge Plads,2,22,30,Cloudy,9.4,0.47,0,4,1
2023-04-26 07:06:00,E,Dybbølsbro,2,7,6,Clear,12.0,0.89,0,28,1
2023-04-26 23:14:00,H,Hovedbanegården,2,23,14,Cloudy,9.2,0.35,0,0,0
2023-04-26 15:05:00,A,Rødovre,2,15,5,Rainy,13.0,0.23,0,4,1
2023-04-26 06:16:00,F,Skovshoved,2,6,16,Rainy,11.0,0.44,0,3,1
2023-04-26 18:21:00,B,Hovedbanegården,2,18,21,Clear,6.9,0.83,0,6,1
2023-04-26 08:36:00,Bx,Valby,2,8,36,Windy,8.9,0.82,0,7,1
2023-04-26 05:46:00,Bx,Nørreport,2,5,46,Clear,3.1,0.19,0,21,1
2023-04-26 06:42:00,F,Isafold,2,6,42,Clear,10.2,0.32,0,2,1
2023-04-26 17:03:00,C,Vangede,2,17,3,Rainy,13.3,0.75,0,10,1
2023-04-26 21:29:00,Bx,Lyngby,2,21,29,Cloudy,7.4,0.25,0,1,0
2023-04-26 16:09:00,F,Køge,2,16,9,Rainy,8.9,0.64,0,9,1
2023-04-26 10:31:00,F,Valby,2,10,31,Rainy,15.2,0.18,0,6,1
2023-04-26 07:52:00,A,Rødovre,2,7,52,Clear,10.4,0.87,0,6,1
2023-04-26 23:37:00,E,Tåsinge Plads,2,23,37,Clear,12.5,0.25,0,0,0
2023-04-26 10:56:00,B,Ordrup,2,10,56,Clear,12.3,0.2,0,0,0
2023-04-26 14:28:00,E,Isafold,2,14,28,Clear,11.4,0.46,0,3,1
2023-04-26 13:02:00,Bx,Hillerød,2,13,2,Clear,7.9,0.74,0,4,1
2023-04-26 13:44:00,A,Tåsinge Plads,2,13,44,Clear,11.7,0.27,0,0,0
2023-04-26 21:35:00,F,Køge,2,21,35,Foggy,9.8,0.38,0,5,1
2023-04-26 17:35:00,C,Vangede,2,17,35,Clear,9.5,0.35,0,3,1
2023-04-26 20:18:00,Bx,Holte,2,20,18,Rainy,8.1,0.22,0,3,1
2023-04-26 20:53:00,F,Køge,2,20,53,Clear,8.4,0.2,0,2,1
2023-04-26 19:15:00,B,Ordrup,2,19,15,Cloudy,10.1,0.81,0,9,1
2023-04-26 20:17:00,Bx,Skovshoved,2,20,17,Cloudy,13.1,0.18,0,2,1
2023-04-26 17:58:00,C,Farum,2,17,58,Clear,6.8,0.6,0,5,1
2023-04-26 18:33:00,H,Isafold,2,18,33,Rainy,7.9,0.72,0,10,1
2023-04-26 15:09:00,H,Vesterbro,2,15,9,Clear,10.3,0.2,0,1,0
2023-04-26 16:48:00,B,Klampenborg,2,16,48,Cloudy,12.3,0.69,0,6,1
2023-04-26 23:45:00,C,Farum,2,23,45,Clear,7.2,0.19,0,0,0
2023-04-26 16:09:00,B,Ordrup,2,16,9,Clear,9.3,0.59,0,2,1
2023-04-26 07:57:00,B,Vesterbro,2,7,57,Cloudy,13.3,0.83,0,8,1
2023-04-26 09:36:00,C,Nørreport,2,9,36,Clear,3.8,0.86,0,3,1
2023-04-26 13:13:00,H,Vigerslev Allé,2,13,13,Clear,7.8,0.39,0,26,1
2023-04-26 15:25:00,Bx,Hillerød,2,15,25,Foggy,13.4,0.32,0,4,1
2023-04-26 12:36:00,E,Enghave Plads,2,12,36,Clear,11.0,0.19,0,14,1
2023-04-26 11:14:00,Bx,Hovedbanegården,2,11,14,Clear,8.4,0.13,0,0,0
2023-04-26 12:17:00,Bx,Lyngby,2,12,17,Rainy,12.3,0.33,0,3,1
2023-04-26 06:58:00,C,Hellerup,2,6,58,Clear,9.4,0.21,0,18,1
2023-04-26 11:49:00,A,Hovedbanegården,2,11,49,Rainy,7.6,0.14,0,4,1
2023-04-26 16:04:00,B,Nørreport,2,16,4,Rainy,17.8,0.85,0,7,1
2023-04-26 10:44:00,E,Vigerslev Allé,2,10,44,Clear,6.0,0.14,0,3,1
2023-04-26 05:00:00,A,Vanløse Station,2,5,0,Clear,5.3,0.27,0,0,0
2023-04-26 19:33:00,B,Holte,2,19,33,Windy,7.9,0.81,0,6,1
2023-04-26 16:17:00,A,Vanløse Station,2,16,17,Windy,10.7,0.71,0,8,1
2023-04-26 09:34:00,Bx,Nørreport,2,9,34,Clear,8.0,0.95,0,7,1
2023-04-26 17:34:00,A,Vigerslev Allé,2,17,34,Clear,11.7,0.78,0,8,1
2023-04-26 17:07:00,F,Gevninge,2,17,7,Clear,8.8,0.83,0,7,1
2023-04-26 13:57:00,C,Værløse,2,13,57,Clear,11.1,0.19,0,1,0
2023-04-26 23:01:00,A,Dybbølsbro,2,23,1,Cloudy,10.3,0.12,0,0,0
2023-04-26 18:18:00,B,Tåsinge Plads,2,18,18,Clear,12.4,0.81,0,5,1
2023-04-26 16:30:00,F,Nørreport,2,16,30,Rainy,10.3,0.75,0,9,1
2023-04-26 14:47:00,A,Isafold,2,14,47,Windy,10.4,0.01,0,2,1
2023-04-26 06:54:00,C,Klampenborg,2,6,54,Clear,9.9,0.39,0,3,1
2023-04-26 13:13:00,H,Hellerup,2,13,13,Clear,9.2,0.73,0,3,1
2023-04-26 18:58:00,C,Charlottenlund,2,18,58,Rainy,13.3,0.86,0,8,1
2023-04-26 08:19:00,C,Gentofte,2,8,19,Clear,16.6,0.75,0,7,1
2023-04-26 22:49:00,C,Charlottenlund,2,22,49,Clear,11.3,0.44,0,1,0
2023-04-26 19:58:00,Bx,Vesterbro,2,19,58,Clear,6.9,0.88,0,9,1
2023-04-26 05:21:00,H,Dybbølsbro,2,5,21,Rainy,12.7,0.09,0,2,1
2023-04-26 09:01:00,B,Helsinge,2,9,1,Clear,9.8,0.71,0,3,1
2023-04-26 13:47:00,E,Køge,2,13,47,Rainy,8.1,0.24,0,5,1
2023-04-26 05:54:00,C,Nørreport,2,5,54,Clear,11.2,0.18,0,0,0
2023-04-26 20:58:00,F,Holmegaard,2,20,58,Cloudy,9.6,0.34,0,1,0
2023-04-26 13:44:00,Bx,Skovshoved,2,13,44,Clear,19.5,0.31,0,1,0
2023-04-26 18:40:00,C,Gentofte,2,18,40,Windy,9.4,0.7,0,9,1
2023-04-26 12:28:00,B,Ordrup,2,12,28,Clear,9.0,0.15,0,0,0
2023-04-26 09:32:00,Bx,Hillerød,2,9,32,Rainy,10.3,0.81,0,10,1
2023-04-26 08:07:00,F,Holmegaard,2,8,7,Clear,8.0,0.82,0,9,1
2023-04-26 05:34:00,Bx,Vigerslev Allé,2,5,34,Rainy,13.3,0.19,0,0,0
2023-04-26 08:23:00,C,Virum,2,8,23,Clear,7.2,0.82,0,10,1
2023-04-26 14:19:00,C,Hovedbanegården,2,14,19,Rainy,6.4,0.42,0,4,1
2023-04-26 20:30:00,C,Virum,2,20,30,Clear,14.8,0.19,0,2,1
2023-04-26 06:49:00,B,Ordrup,2,6,49,Cloudy,10.0,0.22,0,2,1
2023-04-26 13:47:00,C,Virum,2,13,47,Rainy,11.9,0.56,0,8,1
2023-04-26 15:47:00,C,Gentofte,2,15,47,Rainy,11.8,0.54,0,8,1
2023-04-26 12:50:00,A,Vanløse Station,2,12,50,Rainy,13.4,0.47,0,5,1
2023-04-26 10:56:00,E,Husum,2,10,56,Clear,6.3,0.47,0,3,1
2023-04-26 22:03:00,C,Isafold,2,22,3,Rainy,10.9,0.43,0,6,1
2023-04-26 21:27:00,A,Dybbølsbro,2,21,27,Clear,11.9,0.73,0,3,1
2023-04-26 05:41:00,H,Enghave Plads,2,5,41,Cloudy,14.3,0.28,0,20,1
2023-04-26 21:29:00,F,Borup,2,21,29,Cloudy,9.8,0.71,0,5,1
2023-04-26 10:33:00,H,Isafold,2,10,33,Clear,14.5,0.25,0,1,0
2023-04-26 21:19:00,A,Nørrebro,2,21,19,Clear,7.6,0.07,0,0,0
2023-04-26 19:22:00,E,Husum,2,19,22,Clear,5.7,0.8,0,9,1
2023-04-26 23:45:00,B,Tåsinge Plads,2,23,45,Clear,8.6,0.31,0,0,0
2023-04-26 14:06:00,Bx,Vigerslev Allé,2,14,6,Clear,11.8,0.45,0,3,1
2023-04-27 14:19:00,B,Vigerslev Allé,3,14,19,Clear,13.7,0.45,0,2,1
2023-04-27 09:54:00,C,Hellerup,3,9,54,Cloudy,5.4,0.78,0,6,1
2023-04-27 11:58:00,H,Dybbølsbro,3,11,58,Cloudy,6.5,0.52,0,3,1
2023-04-27 07:02:00,H,Klampenborg,3,7,2,Cloudy,10.6,0.74,0,9,1
2023-04-27 20:40:00,E,Rødovre,3,20,40,Rainy,12.2,0.3,0,5,1
2023-04-27 08:19:00,Bx,Skovshoved,3,8,19,Cloudy,13.9,0.58,0,7,1
2023-04-27 20:23:00,B,Hovedbanegården,3,20,23,Clear,10.4,0.19,0,1,0
2023-04-27 07:47:00,Bx,Vesterbro,3,7,47,Clear,10.9,0.97,0,6,1
2023-04-27 12:46:00,B,Holte,3,12,46,Clear,11.9,0.18,0,2,1
2023-04-27 05:10:00,E,Vanløse,3,5,10,Cloudy,12.6,0.02,0,0,0
2023-04-27 22:34:00,F,Gevninge,3,22,34,Clear,10.5,0.28,0,0,0
2023-04-27 09:22:00,E,Taastrup,3,9,22,Clear,11.9,0.67,0,5,1
2023-04-27 10:16:00,F,Isafold,3,10,16,Clear,9.5,0.22,0,1,0
2023-04-27 10:02:00,Bx,Isafold,3,10,2,Rainy,10.8,0.59,0,7,1
2023-04-27 07:16:00,A,Vanløse,3,7,16,Rainy,11.5,0.92,0,12,1
2023-04-27 05:13:00,B,Hellerup,3,5,13,Windy,7.4,0.33,0,2,1
2023-04-27 23:38:00,A,Vanløse Station,3,23,38,Clear,6.7,0.15,0,0,0
2023-04-27 12:02:00,C,Farum,3,12,2,Clear,3.4,0.17,0,2,1
2023-04-27 19:49:00,H,Nørreport,3,19,49,Clear,13.2,0.95,0,8,1
2023-04-27 08:51:00,E,Albertslund,3,8,51,Rainy,11.4,0.94,0,27,1
2023-04-27 13:42:00,F,Nørreport,3,13,42,Clear,11.6,0.65,0,4,1
2023-04-27 09:27:00,Bx,Isafold,3,9,27,Cloudy,13.0,0.52,0,6,1
2023-04-27 09:36:00,E,Nørreport,3,9,36,Cloudy,15.6,0.87,0,12,1
2023-04-27 09:01:00,E,Rødovre,3,9,1,Clear,11.9,0.77,0,1,0
2023-04-27 23:40:00,H,Vesterbro,3,23,40,Clear,11.3,0.23,0,1,0
2023-04-27 22:28:00,H,Vigerslev Allé,3,22,28,Clear,6.1,0.12,0,4,1
2023-04-27 12:42:00,A,Tåsinge Plads,3,12,42,Rainy,10.1,0.94,0,8,1
2023-04-27 17:49:00,C,Hellerup,3,17,49,Cloudy,8.7,0.85,0,9,1
2023-04-27 08:20:00,H,Vigerslev Allé,3,8,20,Clear,7.0,0.8,0,7,1
2023-04-27 13:14:00,C,Farum,3,13,14,Clear,10.3,0.28,0,4,1
2023-04-27 12:17:00,Bx,Skovshoved,3,12,17,Clear,5.7,0.2,0,1,0
2023-04-27 23:35:00,Bx,Hillerød,3,23,35,Clear,14.7,0.27,0,0,0
2023-04-27 16:31:00,H,Dybbølsbro,3,16,31,Clear,9.9,0.93,0,8,1
2023-04-27 23:48:00,F,Gevninge,3,23,48,Clear,10.4,0.32,0,0,0
2023-04-27 11:39:00,F,Valby,3,11,39,Clear,10.3,0.26,0,1,0
2023-04-27 16:02:00,A,Ballerup,3,16,2,Rainy,6.8,0.6,0,28,1
2023-04-27 23:28:00,F,Isafold,3,23,28,Clear,8.6,0.2,0,0,0
2023-04-27 05:53:00,Bx,Lyngby,3,5,53,Clear,9.6,0.2,0,0,0
2023-04-27 12:36:00,H,Klampenborg,3,12,36,Rainy,6.8,0.09,0,3,1
2023-04-27 08:58:00,Bx,Vesterbro,3,8,58,Foggy,6.7,0.98,0,9,1
2023-04-27 16:23:00,F,Køge,3,16,23,Cloudy,8.1,0.79,0,5,1
2023-04-27 06:12:00,C,Hundige,3,6,12,Foggy,5.7,0.25,0,3,1
2023-04-27 11:11:00,A,Enghave Plads,3,11,11,Clear,15.1,0.27,0,1,0
2023-04-27 05:43:00,H,Nørreport,3,5,43,Clear,7.0,0.48,0,0,0
2023-04-27 05:00:00,E,Albertslund,3,5,0,Cloudy,8.0,0.6,0,0,0
2023-04-27 08:54:00,H,Nørreport,3,8,54,Clear,15.7,0.76,0,6,1
2023-04-27 05:50:00,E,Isafold,3,5,50,Rainy,7.0,0.44,0,2,1
2023-04-27 20:14:00,F,Nørreport,3,20,14,Windy,14.0,0.54,0,4,1
2023-04-27 09:57:00,C,Gentofte,3,9,57,Clear,13.4,0.95,0,3,1
2023-04-27 16:35:00,A,Dybbølsbro,3,16,35,Clear,11.3,0.84,0,10,1
2023-04-27 22:46:00,E,Køge,3,22,46,Windy,14.3,0.05,0,2,1
2023-04-27 12:35:00,Bx,Vigerslev Allé,3,12,35,Clear,8.3,0.15,0,0,0
2023-04-27 10:24:00,A,Enghave Plads,3,10,24,Rainy,11.5,0.05,0,4,1
2023-04-27 08:51:00,Bx,Vesterbro,3,8,51,Clear,11.9,0.69,0,8,1
2023-04-27 17:27:00,H,Klampenborg,3,17,27,Rainy,8.7,0.81,0,10,1
2023-04-27 05:06:00,Bx,Hillerød,3,5,6,Clear,8.4,0.26,0,0,0
2023-04-27 19:58:00,Bx,Lyngby,3,19,58,Cloudy,9.5,0.85,0,37,1
2023-04-27 15:08:00,B,Lyngby,3,15,8,Rainy,12.1,0.25,0,4,1
2023-04-27 19:08:00,H,Isafold,3,19,8,Cloudy,8.2,0.95,0,10,1
2023-04-27 22:45:00,E,Hovedbanegården,3,22,45,Cloudy,15.3,0.32,0,0,0
2023-04-27 09:38:00,A,Nørreport,3,9,38,Cloudy,7.2,0.96,0,10,1
2023-04-27 20:33:00,A,Rådhuspladsen,3,20,33,Windy,12.1,0.34,0,2,1
2023-04-27 08:11:00,Bx,Vigerslev Allé,3,8,11,Rainy,16.5,0.9,0,31,1
2023-04-27 07:34:00,C,Klampenborg,3,7,34,Clear,11.0,0.86,0,6,1
2023-04-27 12:20:00,B,Vigerslev Allé,3,12,20,Rainy,10.0,0.14,0,5,1
2023-04-27 22:31:00,A,Skovlunde,3,22,31,Rainy,7.9,0.13,0,4,1
2023-04-27 19:41:00,A,Nørreport,3,19,41,Rainy,9.7,0.76,0,7,1
2023-04-27 16:04:00,A,Tåsinge Plads,3,16,4,Clear,13.3,0.59,0,3,1
2023-04-27 20:13:00,Bx,Vesterbro,3,20,13,Clear,6.3,0.31,0,1,0
